822481.551605,3381617.222693,2.060816
822482.730375,3381619.589027,0.524824
822486.908848,3381621.267763,4.440073
822483.352884,3381621.272721,2.229944
822482.717049,3381616.813416,1.655459
822482.87922,3381614.598081,3.288045
822482.654203,3381618.920704,0.045582
822484.246718,3381617.081053,0.493626
822482.766664,3381615.149767,2.926416
822481.134361,3381615.101087,3.980811
822484.246718,3381617.081053,0.493626
822482.654203,3381618.920704,0.045582
822490.514522,3381622.818408,7.898451
822489.858937,3381622.243814,7.040637
822483.849511,3381620.732489,2.116407
822486.425452,3381621.364355,4.214687
822482.061463,3381616.238822,2.513274
822481.889177,3381612.348384,5.664909
822481.839563,3381614.012033,4.393952
822483.90905,3381618.736111,0.591261
822481.03494,3381611.989883,6.477309
822484.111008,3381618.409108,0.461115
822481.78012,3381619.227662,0.349599
822479.8299,3381616.94933,3.346695
822479.915995,3381617.284923,3.030481
822484.663866,3381615.983408,1.092837
822488.627245,3381621.652037,5.810683
822483.86605,3381620.177939,1.692755
822483.068139,3381621.15322,1.959143
822482.332978,3381616.801962,1.903552
822484.587884,3381621.753587,3.375167
822488.471781,3381626.864803,9.79301
822478.498785,3381613.246351,7.073148
822490.776113,3381623.714279,8.762365
822483.32954,3381615.610588,2.215355
822477.965774,3381615.006592,6.027577
822484.190487,3381618.966521,0.94679
822484.246718,3381617.081053,0.493626
822485.713635,3381622.675229,4.797289
822482.654203,3381618.920704,0.045582
822482.766664,3381615.149767,2.926416
822481.134361,3381615.101087,3.980811
822484.190487,3381618.966521,0.94679
822484.302949,3381615.195584,1.934043
822488.637354,3381627.75781,10.5949
822483.564766,3381620.612988,1.845607
822481.412396,3381612.223157,6.059755
822481.793255,3381615.564772,3.207726
822480.406007,3381616.966511,2.974556
822481.054978,3381617.762925,1.94728
822486.154031,3381624.020466,6.12417
822477.750585,3381615.777234,5.55851
822483.024948,3381616.156547,1.977772
822484.269872,3381616.304683,1.086739
822483.554652,3381614.507216,2.938612
822479.790209,3381618.280249,2.32993
822483.528191,3381615.394496,2.260768
822483.968588,3381616.739732,0.933887
822480.925788,3381615.64991,3.681205
822483.90905,3381618.736111,0.591261
822483.035062,3381622.262319,2.806447
822486.044689,3381621.241991,3.881864
822487.42863,3381619.951162,3.733425
822483.690553,3381619.617663,1.145057
822480.449006,3381615.524682,4.076052
822480.81002,3381619.531757,0.715639
822482.889334,3381620.703854,1.496176
822483.958665,3381617.072462,0.679696
822481.399261,3381615.886047,3.201628
822482.783298,3381617.814469,0.830862
822485.134032,3381616.330455,0.52853
822480.598042,3381616.972238,2.85051
822481.515029,3381612.004201,6.167193
822487.898889,3381623.517461,6.816937
822483.892511,3381619.29066,1.014912
822486.538008,3381620.812669,3.853058
822481.236898,3381611.66288,6.607455
822486.663889,3381623.036594,5.671712
822482.594665,3381620.917083,1.479567
822485.994979,3381619.686388,2.633615
822488.518089,3381625.312064,8.606785
822481.422415,3381615.109678,3.794741
822480.015224,3381613.957626,5.572394
822485.359239,3381618.446334,1.267417
822482.799836,3381617.259919,1.254514
822485.408855,3381616.782686,0.003538
822487.077824,3381625.26911,7.676436
822481.515221,3381618.442702,1.128782
822484.1077,3381618.520018,0.545845
822485.375966,3381624.330287,5.882175
822481.021901,3381618.872024,1.099976
822481.187284,3381613.326529,5.336497
822485.87902,3381617.129733,0.560769
822484.902493,3381624.094149,5.402598
822481.92235,3381614.458536,3.993007
822481.657641,3381620.112078,0.266221
822480.26699,3381618.405476,1.935084
822486.796198,3381618.600198,2.282497
822487.501493,3381620.730395,4.38856
822486.756505,3381619.931117,3.299261
822482.286575,3381615.13545,3.236532
822481.09467,3381616.432006,2.964045
822482.445629,3381619.469527,0.254024
822481.707256,3381618.448429,1.004736
822482.005233,3381618.12429,1.072857
822480.200645,3381614.185173,5.278886
822481.051478,3381611.435333,6.900962
822486.054517,3381617.69001,1.108467
822483.32954,3381615.610588,2.215355
822482.64428,3381619.253434,0.20861
822483.227002,3381619.048796,0.411289
822478.273673,3381614.349723,6.34989
822480.462237,3381615.081043,4.414973
822484.432138,3381617.3086,0.200119
822479.409349,3381614.938634,5.181959
822482.50186,3381617.584058,1.186393
822485.127417,3381616.552275,0.359069
822481.183976,3381613.437439,5.251767
822480.008609,3381614.179446,5.402933
822481.002055,3381619.537484,0.591593
822482.478706,3381618.360428,0.59328
822490.315871,3381623.034501,7.943866
822478.399556,3381616.573648,4.531235
822479.680864,3381615.501774,4.572237
822484.571251,3381619.088885,1.279614
822479.862977,3381615.840231,4.193999
822481.78012,3381619.227662,0.349599
822479.985455,3381614.955815,4.80982
822487.004866,3381621.270626,4.502096
822488.627245,3381621.652037,5.810683
822479.932533,3381616.730374,3.454133
822485.663831,3381617.900375,1.029835
822481.134361,3381615.101087,3.980811
822481.021901,3381618.872024,1.099976
822484.302949,3381615.195584,1.934043
822481.078131,3381616.986556,2.540393
822484.190487,3381618.966521,0.94679
822488.88222,3381622.769727,6.844056
822482.601281,3381620.695263,1.310106
822479.445829,3381616.937876,3.594788
822484.246718,3381617.081053,0.493626
822487.455092,3381619.063882,3.055581
822480.783463,3381617.199785,2.557002
822485.630754,3381619.009475,1.87714
822481.803274,3381618.451293,0.942712
822485.663831,3381617.900375,1.029835
822477.793584,3381614.335405,6.660006
822482.399131,3381614.583764,3.59816
822481.243706,3381617.879562,1.738503
822481.707256,3381618.448429,1.004736
822489.047794,3381623.662734,7.645946
822486.001688,3381622.683819,4.983358
822486.484991,3381619.367976,2.68954
822487.3758,3381624.944971,7.608315
822485.508275,3381619.89389,2.492959
