816057.9766,3384430.482,4.211287
816051.0901,3384432.722,3.026329
816054.5359,3384433.156,0.065145
816044.6102,3384434.198,9.621264
816060.3698,3384430.774,6.361611
816053.0975,3384429.784,0.137648
816053.0975,3384429.784,0.137648
816064.2321,3384430.11,10.218928
816054.5781,3384431.714,0.59637
816048.1358,3384435.189,6.644641
816064.2321,3384430.11,10.218928
816053.0975,3384429.784,0.137648
816052.2563,3384428.982,0.655078
816046.6566,3384429.928,6.241864
816050.8722,3384433.604,3.531837
816045.5539,3384434.78,8.93248
816054.3551,3384429.488,1.14553
816052.8503,3384431.664,1.010901
816052.1265,3384433.418,2.289257
816051.9619,3384429.196,1.004794
816053.6085,3384432.019,0.419126
816053.161,3384430.896,0.457013
816053.353,3384430.901,0.278217
816051.3586,3384433.396,3.003665
816054.6333,3384429.829,1.290827
816054.6333,3384429.829,1.290827
816053.0975,3384429.784,0.137648
816061.1196,3384428.132,7.967113
816064.2321,3384430.11,10.218928
816057.952,3384428.039,5.020936
816044.9274,3384433.208,8.985589
816048.2981,3384429.643,4.601528
816059.4327,3384429.969,5.755048
816048.2981,3384429.643,4.601528
816051.3586,3384433.396,3.003665
816054.6495,3384429.274,1.495246
816053.0423,3384431.669,0.832105
816062.2066,3384430.383,8.221683
816052.266,3384428.65,0.532786
816056.0082,3384432.089,1.812984
816048.728,3384434.651,5.904516
816052.5935,3384433.876,2.006352
816054.4886,3384431.49,0.588588
816058.4955,3384429.165,5.14805
816060.0981,3384430.211,6.298101
816049.7138,3384433.792,4.684941
816055.743,3384431.304,1.831261
816050.5155,3384429.375,2.425581
816050.5155,3384429.375,2.425581
816051.4008,3384431.954,2.472441
816051.9294,3384430.305,1.413386
816050.0096,3384430.249,3.199112
816058.4501,3384430.717,4.57632
816048.5958,3384429.319,4.211213
816062.7514,3384428.179,9.485157
816053.0423,3384431.669,0.832105
816056.3202,3384427.991,3.503233
816054.5781,3384431.714,0.59637
816049.8339,3384429.688,3.173053
816051.3586,3384433.396,3.003665
816057.8969,3384429.924,4.326573
816049.8177,3384430.243,3.377473
816051.8223,3384433.965,2.7617
816055.6678,3384427.306,3.123413
816051.6823,3384432.184,2.286204
816045.923,3384432.016,7.643288
816051.7212,3384430.854,1.79626
816047.7532,3384431.848,5.865438
816052.6324,3384432.545,1.516068
816048.6872,3384432.763,5.299286
816049.3637,3384429.342,3.497146
816056.1775,3384432.871,1.705574
816051.9034,3384431.192,1.740191
816045.8659,3384430.682,7.242231
816049.1833,3384432.222,4.648482
816058.1524,3384431.042,4.185663
816047.0424,3384433.159,6.980562
816048.7994,3384432.211,5.005639
816053.065,3384430.893,0.54624
816050.114,3384433.249,4.123612
816049.7268,3384433.348,4.521368
816054.5781,3384431.714,0.59637
816059.3775,3384431.855,5.06025
816046.504,3384435.141,8.162344
816048.1358,3384435.189,6.644641
816051.3586,3384433.396,3.003665
816051.1829,3384432.836,2.977948
816057.3942,3384430.687,3.593888
816066.1778,3384429.279,12.331366
816053.8427,3384430.583,0.290554
816051.0117,3384428.835,1.775024
816052.5754,3384431.212,1.115258
816051.679,3384432.295,2.327144
816050.5155,3384429.375,2.425581
816049.6081,3384434.122,4.896802
816051.7764,3384428.968,1.101462
816048.274,3384433.75,6.024189
816059.5365,3384426.42,7.062422
816050.6542,3384434.485,4.037097
816053.2194,3384428.899,0.278632
816057.4169,3384429.91,3.880094
816050.088,3384434.136,4.450417
816057.8969,3384429.924,4.326573
816056.2651,3384429.877,2.808529
816051.3586,3384433.396,3.003665
816056.3202,3384427.991,3.503233
816051.3586,3384433.396,3.003665
816051.4105,3384431.622,2.350149
816057.8417,3384431.81,3.631775
816049.9545,3384432.134,3.893475
816049.7152,3384430.462,3.548487
816051.3456,3384433.84,3.167239
816056.2002,3384432.095,1.99144
816055.922,3384431.754,1.846143
816054.1144,3384431.146,0.354064
816055.4161,3384432.627,1.072953
816055.0919,3384427.289,2.587801
816052.1214,3384430.31,1.23459
816049.5362,3384430.013,3.56371
816048.2754,3384430.42,4.887734
816055.7138,3384432.302,1.463609
816051.6239,3384434.181,3.021848
816043.258,3384431.161,9.857216
816057.4332,3384429.356,4.084267
816056.8981,3384431.227,2.943425
816057.9766,3384430.482,4.211287
816056.4311,3384430.769,2.66052
816056.0796,3384429.649,2.711861
816044.6232,3384433.754,9.457691
816054.6236,3384430.162,1.168194
816052.8893,3384430.333,0.520523
816056.2651,3384429.877,2.808529
816057.8969,3384429.924,4.326573
816051.4657,3384429.736,1.655351
816051.4105,3384431.622,2.350149
816063.7211,3384427.875,10.500406
816060.3712,3384427.444,7.498065
816050.7191,3384432.267,3.220007
816052.5851,3384430.879,0.992625
816055.512,3384432.63,1.162087
816062.2423,3384429.163,8.671121
816055.5037,3384429.632,2.176249
816051.9067,3384431.081,1.699251
816049.9675,3384431.69,3.729902
816062.3137,3384426.723,9.569997
816063.6659,3384429.76,9.805949
816052.6097,3384433.322,1.802274
816052.1265,3384433.418,2.289257
816048.8675,3384429.882,4.147703
816053.1397,3384428.342,0.393577
816053.5988,3384432.352,0.541759
816054.5587,3384432.38,0.351104
816056.1445,3384427.431,3.528951
816053.6247,3384431.464,0.214707
816052.7135,3384429.773,0.494899
816052.8666,3384431.109,0.806388
816048.191,3384433.303,5.949843
816052.9904,3384433.444,1.485963
816056.2651,3384429.877,2.808529
816054.6885,3384427.943,1.985625
816046.5592,3384433.256,7.467887
816054.6885,3384427.943,1.985625
816049.7787,3384431.574,3.867851
816051.4657,3384429.736,1.655351
816046.5592,3384433.256,7.467887
816056.3202,3384427.991,3.503233
816051.3586,3384433.396,3.003665
816064.2321,3384430.11,10.218928
816044.4832,3384431.974,8.982535
816048.4006,3384429.424,4.430514
816056.4149,3384431.324,2.456101
816052.899,3384430.0,0.39789
816056.1283,3384427.986,3.324531
816048.7507,3384433.875,5.61865
816051.1939,3384429.173,1.718955
816052.6403,3384428.993,0.297827
816053.7318,3384427.804,1.133608
816055.0172,3384429.84,1.647984
